name,C_SRR370,C_SRR371,C_SRR372,C_SRR373,C_SRR374,C_SRR377,C_SRR378,C_SRR380,C_SRR381,C_SRR382,PD_SRR316,PD_SRR317,PD_SRR318,PD_SRR319,PD_SRR320,PD_SRR325,PD_SRR329,PD_SRR333,PD_SRR334,PD_SRR335
Raoultella ornithinolytica,0.0,2e-05,7e-05,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0
Raoultella planticola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0
Raoultella sp. DY2415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0
Raoultibacter timonensis,0.0,1e-05,5e-05,0.00018,2e-05,2e-05,0.0,2e-05,0.0,2e-05,0.0,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0
Rhizobium leguminosarum,0.0,0.0,1e-05,0.0,0.0,2e-05,0.0,2e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Rhizobium lentis,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhizobium oryzihabitans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhizobium phaseoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
Rhizobium ruizarguesonis,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhizobium sp. 11515TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Rhizobium sp. 32-5/1,0.0,0.0,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhizobium sp. NXC14,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhizobium sp. NXC24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhizobium sp. Rhizsp82,0.0,1e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhizobium sp. SL42,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhizobium tumorigenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
Rhodanobacter thiooxydans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Rhodobacter capsulatus,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhodocaloribacter litoris,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhodococcoides kroppenstedtii,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhodococcus pyridinivorans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhodococcus sp. LW-XY12,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhodococcus sp. USK10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhodococcus sp. W8901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Rhodoligotrophos sp. CJ14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhodopseudomonas palustris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romboutsia ilealis,1e-05,6e-05,2e-05,0.0,1e-05,3e-05,0.0,1e-05,1e-05,0.0,4e-05,0.0,2e-05,0.0,2e-05,0.0,0.00014,1e-05,0.0,0.0
Romboutsia sp. 13368,0.0,2e-05,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,1e-05,0.0,1e-05,0.0,1e-05,0.0,5e-05,2e-05,0.0,0.0
Romboutsia sp. CE17,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,2e-05,3e-05,0.0,0.0
Roseateles sp. DAIF2,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roseateles sp. So40a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Roseburia faecis,0.00056,0.0005,0.00097,0.00026,0.0002,0.00077,0.01994,0.02181,0.00016,0.00064,0.00129,6e-05,0.00709,0.00011,0.01867,3e-05,0.00681,0.00017,5e-05,3e-05
Roseburia hominis,0.00445,0.00824,0.00113,0.00022,0.01004,0.00137,0.00069,0.00293,0.00436,0.02766,0.00024,0.00024,0.00561,0.00109,0.00069,0.00018,0.00712,0.00064,8e-05,0.00018
Roseburia intestinalis,0.01267,0.01174,0.01548,0.00179,0.00113,0.00805,0.01304,0.00672,0.00202,0.00368,0.00024,0.00049,0.02888,0.00041,0.02226,8e-05,0.00223,0.01914,0.00024,8e-05
Roseburia rectibacter,0.00034,0.00035,0.00037,4e-05,0.0001,0.00027,0.00034,0.00022,0.00013,0.00016,3e-05,1e-05,0.00072,6e-05,0.00043,1e-05,0.00019,0.00055,4e-05,1e-05
Roseburia sp. 499,7e-05,0.00013,9e-05,4e-05,4e-05,0.00013,4e-05,0.00012,6e-05,9e-05,2e-05,4e-05,9e-05,4e-05,5e-05,1e-05,0.0001,9e-05,2e-05,1e-05
Roseburia sp. 831b,0.00012,9e-05,0.00012,4e-05,8e-05,0.00034,6e-05,0.0001,8e-05,6e-05,2e-05,1e-05,8e-05,4e-05,0.0001,0.0,8e-05,7e-05,1e-05,0.0
Roseibium sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roseivivax sp. THAF30,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roseobacter ponti,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roseomonas gilardii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roseomonas haemaphysalidis,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roseovarius sp. THAF8,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rossellomorea sp. DA94,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rossellomorea sp. FM04394,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rothia aeria,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rothia dentocariosa,0.0,1e-05,2e-05,2e-05,0.00011,2e-05,1e-05,2e-05,1e-05,3e-05,0.00017,0.00011,1e-05,6e-05,1e-05,1e-05,6e-05,4e-05,0.0,1e-05
Rothia kristinae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rothia mucilaginosa,0.0,0.0001,4e-05,2e-05,0.00013,0.0002,2e-05,0.00011,0.00055,9e-05,0.00017,0.00021,5e-05,3e-05,0.0001,7e-05,0.00039,0.00014,1e-05,7e-05
Rubrivirga sp.,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rubrobacter marinus,0.0,1e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
Ruficoccus sp. ZRK36,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruminiclostridium cellulolyticum,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Ruminiclostridium herbifermentans,0.0,2e-05,1e-05,1e-05,0.0,1e-05,0.0,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruminiclostridium papyrosolvens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Ruminococcus albus,3e-05,0.00011,5e-05,4e-05,2e-05,3e-05,1e-05,9e-05,0.00014,3e-05,0.0,0.0,2e-05,1e-05,1e-05,0.0,0.00016,1e-05,1e-05,0.0
Ruminococcus bicirculans (ex Wegman et al. 2014),0.00805,0.00028,0.00025,0.00013,0.00012,0.00014,0.00024,0.01525,0.03313,0.02917,1e-05,5e-05,8e-05,4e-05,0.00368,3e-05,0.04146,6e-05,3e-05,3e-05
Ruminococcus bovis,1e-05,7e-05,5e-05,0.00026,4e-05,2e-05,4e-05,5e-05,3e-05,4e-05,2e-05,1e-05,3e-05,1e-05,1e-05,0.0,3e-05,1e-05,0.0,0.0
Ruminococcus champanellensis,1e-05,0.00015,9e-05,4e-05,0.00013,0.0002,0.00012,6e-05,0.00023,0.00013,1e-05,4e-05,3e-05,3e-05,1e-05,1e-05,0.00027,6e-05,1e-05,1e-05
Ruminococcus gauvreauii,6e-05,3e-05,7e-05,0.00068,9e-05,4e-05,5e-05,3e-05,5e-05,0.0001,6e-05,5e-05,5e-05,3e-05,2e-05,1e-05,3e-05,3e-05,3e-05,1e-05
Ruminococcus sp. FMB-CY1,0.0,0.00069,0.0,0.00436,0.0,0.0077,0.00808,0.0,0.00032,0.00883,0.0,0.0,0.0,0.00013,0.0,0.0,0.0,0.0,0.0,0.0
Ruminococcus sp. FMBCY1,0.0,0.0,0.0,0.0,0.0,0.0079,0.02253,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruminococcus sp. JE7B6,3e-05,9e-05,0.00027,0.00023,3e-05,3e-05,2e-05,0.00041,1e-05,1e-05,1e-05,2e-05,0.00024,1e-05,1e-05,0.0,0.00018,2e-05,1e-05,0.0
Ruminococcus sp. JL13D9,3e-05,0.00013,0.00051,0.00043,2e-05,4e-05,0.0001,0.00075,8e-05,5e-05,2e-05,2e-05,0.00047,1e-05,3e-05,1e-05,0.00019,2e-05,2e-05,1e-05
Ruminococcus sp. SR1/5,0.00414,0.00498,0.00244,0.00027,0.00812,0.00726,0.01507,0.00679,0.0133,0.00027,0.0003,0.0002,0.0047,0.01263,0.00501,6e-05,0.00134,0.00029,0.00016,6e-05
Runella slithyformis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruthenibacterium lactatiformans,0.00297,0.00076,0.00147,0.0002,0.00165,0.00095,0.00184,0.00137,0.00074,0.00469,0.00172,0.00225,0.00053,0.00665,0.0003,0.00745,0.002,0.00499,0.00411,0.00745
Saccharolobus islandicus,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saccharomonospora marina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sagittula sp. P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sagittula stellata,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salidesulfovibrio onnuriiensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salinimicrobium sp. 3283s,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saliniradius amylolyticus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salmonella enterica,0.00065,8e-05,0.00044,3e-05,0.00014,0.00017,0.0002,0.00016,4e-05,0.00024,0.00211,0.00275,0.00196,0.0005,0.00116,0.00211,0.00115,0.00036,0.00196,0.00211
Sandaracinus amylolyticus,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarcina sp. JB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,0.0
Schaalia cardiffensis,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schaalia meyeri,0.0,1e-05,1e-05,1e-05,2e-05,2e-05,1e-05,0.0,0.0,0.0,0.0,5e-05,0.0,0.0,1e-05,0.0,1e-05,1e-05,0.0,0.0
Schaalia odontolytica,8e-05,7e-05,0.00017,0.00064,0.00065,0.00087,0.00022,8e-05,0.00024,0.00017,2e-05,0.00238,6e-05,0.0004,0.00023,0.00012,0.00027,0.00039,1e-05,0.00012
Schaalia sp. HMT-172,0.00013,2e-05,4e-05,0.0013,0.00018,0.00045,8e-05,3e-05,2e-05,5e-05,1e-05,0.0005,4e-05,1e-05,9e-05,3e-05,4e-05,8e-05,0.0,3e-05
Schaalia turicensis,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,1e-05,2e-05,0.0,0.0
Schnuerera ultunensis,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Segatella baroniae,0.0,7e-05,1e-05,0.0,0.0,0.00026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0
Segatella bryantii,0.0,3e-05,3e-05,0.0,7e-05,0.00025,0.0,2e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Segatella copri,0.00036,0.38652,0.11316,0.00011,0.1372,0.21612,0.00016,0.0006,4e-05,0.00014,0.00031,0.00015,0.00022,0.00026,4e-05,0.00013,0.15771,5e-05,0.00015,0.00013
Segatella hominis,1e-05,0.00288,0.00095,1e-05,0.00079,0.10399,5e-05,6e-05,2e-05,0.0,1e-05,5e-05,0.0,1e-05,0.0,0.0,0.00197,0.0,2e-05,0.0
Segatella oris,1e-05,0.0,2e-05,0.0,0.0,0.00013,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0
Selenobaculum gibii,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
Selenomonas dianae,0.0,0.0,1e-05,0.0,0.0,1e-05,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Selenomonas ruminantium,0.0,0.0,0.0,1e-05,0.0,6e-05,0.0,0.0,0.0,1e-05,0.0,0.0,1e-05,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0
Selenomonas sp.,1e-05,0.0,0.0,0.0,1e-05,0.00014,1e-05,1e-05,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
Selenomonas sp. TAMA-11512,0.0,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Selenomonas sp. oral taxon 126,0.0,1e-05,1e-05,0.0,1e-05,3e-05,0.0,0.0,1e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0
Selenomonas sp. oral taxon 136,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Selenomonas sp. oral taxon 478,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Selenomonas sp. oral taxon 920,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,1e-05,1e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
Selenomonas sputigena,1e-05,1e-05,1e-05,0.0,1e-05,6e-05,2e-05,1e-05,0.0,1e-05,0.0,1e-05,0.0,1e-05,1e-05,0.0,1e-05,2e-05,0.0,0.0
Selenomonas timonae,0.0,0.0,0.0,0.0,0.0,3e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sellimonas caecigallum,6e-05,4e-05,3e-05,6e-05,6e-05,3e-05,3e-05,6e-05,4e-05,0.00013,5e-05,3e-05,2e-05,5e-05,3e-05,2e-05,5e-05,3e-05,3e-05,2e-05
Sellimonas catena,0.00056,0.00033,0.00028,0.0005,0.00052,0.00076,0.00076,0.00042,0.00036,0.00074,0.00323,0.00017,0.00016,0.00099,0.0002,0.00016,0.00025,0.00036,0.00015,0.00016
Sellimonas intestinalis,0.00021,0.00013,8e-05,0.02986,0.00556,0.00015,0.0001,0.00019,8e-05,0.00075,6e-05,6e-05,0.00012,0.00515,0.00061,0.00052,8e-05,0.0032,0.00463,0.00052
Seonamhaeicola sp. MEBiC1930,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serratia liquefaciens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
Serratia marcescens,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.00074,0.0,0.0
Serratia nevei,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0
Serratia sp. BNK-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013,0.0,0.0
Serratia sp. FDAARGOS_506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
Serratia sp. JKS000199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015,0.0,0.0
Serratia sp. SCBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0
Serratia surfactantfaciens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
Serratia ureilytica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,1e-05,0.00048,0.0,0.0
Shewanella benthica,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shewanella litorisediminis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Shewanella psychromarinicola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shewanella rhizosphaerae,0.0,1e-05,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shigella boydii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shigella dysenteriae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shigella flexneri,0.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00182,0.0,0.0,0.0,0.0,0.0,0.0,6e-05,0.0
Shigella sonnei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shinella zoogloeoides,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Silvimonas soli,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simiaoa sunii,0.0002,0.00637,0.01406,0.0008,0.02969,0.0012,0.00128,0.02461,0.00532,0.0224,6e-05,7e-05,0.00224,0.00012,0.00012,2e-05,0.01575,0.00446,8e-05,2e-05
Sinanaerobacter sp. ZZT-01,0.0,1e-05,0.0,0.0,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sinorhizobium fredii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sinorhizobium meliloti,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
Skunavirus sv96603,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slackia heliotrinireducens,0.0,1e-05,1e-05,2e-05,1e-05,2e-05,0.0,2e-05,1e-05,1e-05,1e-05,0.0,0.0,1e-05,0.0,0.0,2e-05,0.0,0.0,0.0
Sodaliphilus pleomorphus,0.0,0.0,2e-05,0.0,5e-05,0.00022,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0
Solibaculum mannosilyticum,0.00037,5e-05,0.00029,9e-05,0.00031,0.0001,0.00011,0.00018,0.00031,0.00041,4e-05,0.00012,6e-05,0.00021,2e-05,0.0001,0.00011,6e-05,0.00026,0.0001
Solidesulfovibrio carbinoliphilus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
Solimonas sp. K1W22B-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solobacterium moorei,1e-05,0.0,0.0,2e-05,1e-05,2e-05,7e-05,1e-05,0.0,1e-05,2e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0
Sorangium cellulosum,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sphingobacterium daejeonense,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sphingobacterium mizutaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sphingobacterium multivorum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sphingobacterium sp. SRCM116780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0
Sphingobacterium sp. WM,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
Sphingobacterium spiritivorum,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
